affy_hg_u133_plus_2	ensembl_gene_id	hgnc_symbol	entrezgene	uniprot_swissprot_accession	chromosome_name	start_position	end_position	band
203107_x_at	ENSG00000140988	RPS2	6187	P15880	16	2012061	2014861	p13.3
203108_at	ENSG00000013588	GPRC5A	9052	Q8NFJ5	12	13043716	13070871	p13.1
203109_at	ENSG00000130725	UBE2M	9040	P61081	19	59067080	59070343	q13.43
203110_at	ENSG00000120899	PTK2B	2185	Q14289	8	27168999	27316903	p21.2
203110_at	ENSG00000120899	PTK2B	2185		8	27168999	27316903	p21.2
203111_s_at	ENSG00000120899	PTK2B	2185	Q14289	8	27168999	27316903	p21.2
203111_s_at	ENSG00000120899	PTK2B	2185		8	27168999	27316903	p21.2
203112_s_at	ENSG00000185049	WHSC2	7469	Q9H3P2	4	1984441	2043630	p16.3
203112_s_at	ENSG00000185049	WHSC2	7469		4	1984441	2043630	p16.3
203113_s_at	ENSG00000104529	EEF1D	1936		8	144661867	144681711	q24.3
203113_s_at	ENSG00000104529	EEF1D	1936	P29692	8	144661867	144681711	q24.3
203114_at	ENSG00000173465	SSSCA1	10534	O60232	11	65337901	65341413	q13.1
203114_at	ENSG00000173465	SSSCA1	10534		11	65337901	65341413	q13.1
203115_at	ENSG00000066926	FECH	2235	P22830	18	55215515	55254004	q21.31
203115_at	ENSG00000066926	FECH	2235		18	55215515	55254004	q21.31
203116_s_at	ENSG00000066926	FECH	2235	P22830	18	55215515	55254004	q21.31
203116_s_at	ENSG00000066926	FECH	2235		18	55215515	55254004	q21.31
203117_s_at	ENSG00000135473	PAN2	9924		12	56710007	56727837	q13.3
203117_s_at	ENSG00000135473	PAN2	9924	Q504Q3	12	56710007	56727837	q13.3
203118_at	ENSG00000160613	PCSK7	9159	Q16549	11	117075053	117103241	q23.3
203118_at	ENSG00000160613	PCSK7	100510634	Q16549	11	117075053	117103241	q23.3
203118_at	ENSG00000160613	PCSK7	9159		11	117075053	117103241	q23.3
203118_at	ENSG00000160613	PCSK7	100510634		11	117075053	117103241	q23.3
203119_at	ENSG00000110104	CCDC86	79080	Q9H6F5	11	60609544	60618554	q12.2
203119_at	ENSG00000110104	CCDC86	79080		11	60609544	60618554	q12.2
203120_at	ENSG00000143514	TP53BP2	7159		1	223967601	224033674	q41
203120_at	ENSG00000143514	TP53BP2	7159	Q13625	1	223967601	224033674	q41
203122_at	ENSG00000171853	TTC15	51112	Q8WVT3	2	3383446	3488865	p25.3
203122_at	ENSG00000171853	TTC15	51112		2	3383446	3488865	p25.3
203123_s_at	ENSG00000110911	SLC11A2	4891	P49281	12	51373184	51422349	q13.12
203124_s_at	ENSG00000110911	SLC11A2	4891	P49281	12	51373184	51422349	q13.12
203125_x_at	ENSG00000110911	SLC11A2	4891		12	51373184	51422349	q13.12
203125_x_at	ENSG00000110911	SLC11A2	4891	P49281	12	51373184	51422349	q13.12
203126_at	ENSG00000141401	IMPA2	3613	O14732	18	11981427	12030876	p11.21
203127_s_at	ENSG00000100596	SPTLC2	9517	O15270	14	77973272	78083110	q24.3
203128_at	ENSG00000100596	SPTLC2	9517	O15270	14	77973272	78083110	q24.3
203129_s_at	ENSG00000168280	KIF5C	3800		2	149632819	149883273	q23.1
203129_s_at	ENSG00000168280	KIF5C	3800	O60282	2	149632819	149883273	q23.1
203130_s_at	ENSG00000168280	KIF5C	3800		2	149632819	149883273	q23.1
203130_s_at	ENSG00000168280	KIF5C	3800	O60282	2	149632819	149883273	q23.1
203131_at	ENSG00000134853	PDGFRA	5156	P16234	4	55095264	55164414	q12
203132_at	ENSG00000139687	RB1	5925	P06400	13	48877883	49056122	q14.2
203133_at	ENSG00000106803	SEC61B	10952	P60468	9	101984346	101992897	q22.33
203135_at	ENSG00000112592	TBP	6908	P20226	6	170863390	170881957	q27
203135_at	ENSG00000112592	TBP	6908		6	170863390	170881957	q27
203136_at	ENSG00000105404	RABAC1	10567	Q9UI14	19	42460838	42463528	q13.2
203137_at	ENSG00000146457	WTAP	9589		6	160146617	160177351	q25.3
203138_at	ENSG00000128708	HAT1	8520		2	172778958	172848599	q31.1
203138_at	ENSG00000128708	HAT1	8520	O14929	2	172778958	172848599	q31.1
203139_at	ENSG00000196730	DAPK1	1612	P53355	9	90112143	90323548	q21.33
203139_at	ENSG00000196730	DAPK1	1612		9	90112143	90323548	q21.33
203140_at	ENSG00000113916	BCL6	604	P41182	3	187439165	187463515	q27.3
203140_at	ENSG00000113916	BCL6	604		3	187439165	187463515	q27.3
203141_s_at	ENSG00000132842	AP3B1	8546	O00203	5	77296349	77590579	q14.1
203141_s_at	ENSG00000132842	AP3B1	8546		5	77296349	77590579	q14.1
203142_s_at	ENSG00000132842	AP3B1	8546	O00203	5	77296349	77590579	q14.1
203142_s_at	ENSG00000132842	AP3B1	8546		5	77296349	77590579	q14.1
203145_at	ENSG00000076382	SPAG5	10615	Q96R06	17	26904608	26926297	q11.2
203146_s_at	ENSG00000204681	GABBR1	2550		6	29523406	29601753	p22.1
203146_s_at	ENSG00000204681	GABBR1	2550	Q9UBS5	6	29523406	29601753	p22.1
203147_s_at	ENSG00000106785	TRIM14	9830	Q14142	9	100831557	100881494	q22.33
203147_s_at	ENSG00000106785	TRIM14	9830		9	100831557	100881494	q22.33
203148_s_at	ENSG00000106785	TRIM14	9830	Q14142	9	100831557	100881494	q22.33
203149_at	ENSG00000130202	PVRL2	5819		19	45349393	45392485	q13.32
203150_at	ENSG00000136933	RABEPK	10244	Q7Z6M1	9	127962821	127996437	q33.3
203150_at	ENSG00000136933	RABEPK	10244		9	127962821	127996437	q33.3
203151_at	ENSG00000166963	MAP1A	4130		15	43803156	43829571	q15.3
203151_at	ENSG00000166963	MAP1A	4130	P78559	15	43803156	43829571	q15.3
203152_at	ENSG00000185608	MRPL40	64976	Q9NQ50	22	19419425	19423598	q11.21
203152_at	ENSG00000185608	MRPL40	64976		22	19419425	19423598	q11.21
203153_at	ENSG00000185745	IFIT1	3434	P09914	10	91152303	91163745	q23.31
203153_at	ENSG00000185745	IFIT1	3434		10	91152303	91163745	q23.31
203154_s_at	ENSG00000130669	PAK4	10298	O96013	19	39616420	39670046	q13.2
203154_s_at	ENSG00000130669	PAK4	10298		19	39616420	39670046	q13.2
203155_at	ENSG00000143379	SETDB1	9869		1	150898739	150937213	q21.3
203155_at	ENSG00000143379	SETDB1	9869	Q15047	1	150898739	150937213	q21.3
203156_at	ENSG00000023516	AKAP11	11215	Q9UKA4	13	42846289	42897396	q14.11
203157_s_at	ENSG00000115419	GLS	2744	O94925	2	191745553	191830278	q32.2
203158_s_at	ENSG00000115419	GLS	2744	O94925	2	191745553	191830278	q32.2
203158_s_at	ENSG00000115419	GLS	2744		2	191745553	191830278	q32.2
203159_at	ENSG00000115419	GLS	2744	O94925	2	191745553	191830278	q32.2
203160_s_at	ENSG00000112130	RNF8	9025	O76064	6	37321748	37362514	p21.2
203160_s_at	ENSG00000112130	RNF8	9025		6	37321748	37362514	p21.2
203161_s_at	ENSG00000112130	RNF8	9025	O76064	6	37321748	37362514	p21.2
203162_s_at	ENSG00000140854	KATNB1	10300	Q9BVA0	16	57769642	57791162	q21
203163_at	ENSG00000140854	KATNB1	10300	Q9BVA0	16	57769642	57791162	q21
203164_at	ENSG00000169359	SLC33A1	9197	O00400	3	155544305	155572218	q25.31
203165_s_at	ENSG00000169359	SLC33A1	9197	O00400	3	155544305	155572218	q25.31
203165_s_at	ENSG00000169359	SLC33A1	9197		3	155544305	155572218	q25.31
203166_at	ENSG00000153774	CFDP1	10428	Q9UEE9	16	75327608	75467383	q23.1
203167_at	ENSG00000035862	TIMP2	7077	P16035	17	76849059	76921469	q25.3
203167_at	ENSG00000035862	TIMP2	7077		17	76849059	76921469	q25.3
203169_at	ENSG00000107185	RGP1	9827	Q92546	9	35749203	35758572	p13.3
203170_at	ENSG00000132275	RRP8	23378	O43159	11	6616305	6624850	p15.4
203171_s_at	ENSG00000132275	RRP8	23378	O43159	11	6616305	6624850	p15.4
203171_s_at	ENSG00000132275	RRP8	23378		11	6616305	6624850	p15.4
203172_at	ENSG00000129245	FXR2	9513	P51116	17	7494548	7518215	p13.1
203173_s_at	ENSG00000103544	C16orf62	57020		16	19566562	19716880	p12.3
203173_s_at	ENSG00000103544	C16orf62	57020	Q7Z3J2	16	19566562	19716880	p12.3
203174_s_at	ENSG00000101246	ARFRP1	10139		20	62329996	62339355	q13.33
203174_s_at	ENSG00000101246	ARFRP1	10139	Q13795	20	62329996	62339355	q13.33
203175_at	ENSG00000177105	RHOG	391	P84095	11	3848208	3862213	p15.4
203176_s_at	ENSG00000108064	TFAM	7019	Q00059	10	60144782	60158981	q21.1
203176_s_at	ENSG00000108064	TFAM	7019		10	60144782	60158981	q21.1
203177_x_at	ENSG00000108064	TFAM	7019	Q00059	10	60144782	60158981	q21.1
203178_at	ENSG00000171766	GATM	2628	P50440	15	45653322	45670979	q21.1
203179_at	ENSG00000213930	GALT	2592	P07902	9	34638130	34651032	p13.3
203179_at	ENSG00000213930	GALT	2592		9	34638130	34651032	p13.3
203181_x_at	ENSG00000135250	SRPK2	6733	P78362	7	104751151	105039755	q22.3
203181_x_at	ENSG00000135250	SRPK2	6733		7	104751151	105039755	q22.3
203182_s_at	ENSG00000135250	SRPK2	6733	P78362	7	104751151	105039755	q22.3
203183_s_at	ENSG00000066117	SMARCD1	6602	Q96GM5	12	50478755	50494495	q13.12
203183_s_at	ENSG00000066117	SMARCD1	6602		12	50478755	50494495	q13.12
203184_at	ENSG00000138829	FBN2	2201		5	127593601	127994878	q23.3
203184_at	ENSG00000138829	FBN2	2201	P35556	5	127593601	127994878	q23.3
203185_at	ENSG00000101265	RASSF2	9770	P50749	20	4760669	4804291	p13
203186_s_at	ENSG00000196154	S100A4	6275	P26447	1	153516089	153522612	q21.3
203186_s_at	ENSG00000196154	S100A4	6275		1	153516089	153522612	q21.3
203187_at	ENSG00000150760	DOCK1	1793	Q14185	10	128593978	129250781	q26.2
203188_at	ENSG00000174684	B3GNT1	11041	O43505	11	66112843	66115163	q13.2
203189_s_at	ENSG00000110717	NDUFS8	4728	O00217	11	67798084	67804111	q13.2
203189_s_at	ENSG00000110717	NDUFS8	4728		11	67798084	67804111	q13.2
203190_at	ENSG00000110717	NDUFS8	4728	O00217	11	67798084	67804111	q13.2
203190_at	ENSG00000110717	NDUFS8	4728		11	67798084	67804111	q13.2
203193_at	ENSG00000173153	ESRRA	2101		11	64073044	64084215	q13.1
203193_at	ENSG00000173153	ESRRA	2101	P11474	11	64073044	64084215	q13.1
203194_s_at	ENSG00000110713	NUP98	4928		11	3692313	3819022	p15.4
203194_s_at	ENSG00000110713	NUP98	4928	P52948	11	3692313	3819022	p15.4
203195_s_at	ENSG00000110713	NUP98	4928		11	3692313	3819022	p15.4
203195_s_at	ENSG00000110713	NUP98	4928	P52948	11	3692313	3819022	p15.4
203196_at	ENSG00000125257	ABCC4	10257	O15439	13	95672083	95953687	q32.1
203196_at	ENSG00000125257	ABCC4	10257		13	95672083	95953687	q32.1
203197_s_at	ENSG00000162384	C1orf123	54987	Q9NWV4	1	53679771	53686289	p32.3
203198_at	ENSG00000136807	CDK9	1025	P50750	9	130547958	130553066	q34.11
203199_s_at	ENSG00000124275	MTRR	4552		5	7851299	7906138	p15.31
203199_s_at	ENSG00000124275	MTRR	4552	Q9UBK8	5	7851299	7906138	p15.31
203200_s_at	ENSG00000124275	MTRR	4552		5	7851299	7906138	p15.31
203200_s_at	ENSG00000124275	MTRR	4552	Q9UBK8	5	7851299	7906138	p15.31
203201_at	ENSG00000140650	PMM2	5373	O15305	16	8891674	8943188	p13.2
203202_at	ENSG00000111615	KRR1	11103	Q13601	12	75890684	75905416	q21.2
203203_s_at	ENSG00000111615	KRR1	11103	Q13601	12	75890684	75905416	q21.2
203203_s_at	ENSG00000111615	KRR1	11103		12	75890684	75905416	q21.2
203204_s_at	ENSG00000066135	KDM4A	9682	O75164	1	44115829	44171186	p34.1
203205_at	ENSG00000066135	KDM4A	9682	O75164	1	44115829	44171186	p34.1
203206_at	ENSG00000189319	FAM53B	9679	Q14153	10	126305649	126480296	q26.13
203207_s_at	ENSG00000066855	MTFR1	9650	Q15390	8	66556124	66683496	q13.1
203207_s_at	ENSG00000066855	MTFR1	9650		8	66556124	66683496	q13.1
203208_s_at	ENSG00000066855	MTFR1	9650	Q15390	8	66556124	66683496	q13.1
203208_s_at	ENSG00000066855	MTFR1	9650		8	66556124	66683496	q13.1
203209_at	ENSG00000111445	RFC5	5985	P40937	12	118451393	118470935	q24.23
203209_at	ENSG00000111445	RFC5	5985		12	118451393	118470935	q24.23
203210_s_at	ENSG00000111445	RFC5	5985	P40937	12	118451393	118470935	q24.23
203210_s_at	ENSG00000111445	RFC5	5985		12	118451393	118470935	q24.23
203211_s_at	ENSG00000087053	MTMR2	8898	Q13614	11	95566046	95658479	q21
203211_s_at	ENSG00000087053	MTMR2	8898		11	95566046	95658479	q21
203212_s_at	ENSG00000087053	MTMR2	8898	Q13614	11	95566046	95658479	q21
203212_s_at	ENSG00000087053	MTMR2	8898		11	95566046	95658479	q21
203213_at	ENSG00000170312	CDK1	983	P06493	10	62538089	62554610	q21.2
203213_at	ENSG00000170312	CDK1	983		10	62538089	62554610	q21.2
203214_x_at	ENSG00000170312	CDK1	983		10	62538089	62554610	q21.2
203214_x_at	ENSG00000170312	CDK1	983	P06493	10	62538089	62554610	q21.2
203215_s_at	ENSG00000196586	MYO6	4646		6	76458909	76629254	q14.1
203215_s_at	ENSG00000196586	MYO6	4646	Q9UM54	6	76458909	76629254	q14.1
203216_s_at	ENSG00000196586	MYO6	4646		6	76458909	76629254	q14.1
203216_s_at	ENSG00000196586	MYO6	4646	Q9UM54	6	76458909	76629254	q14.1
203217_s_at	ENSG00000115525	ST3GAL5	8869		2	86066267	86116137	p11.2
203217_s_at	ENSG00000115525	ST3GAL5	8869	Q9UNP4	2	86066267	86116137	p11.2
203218_at	ENSG00000050748	MAPK9	5601	P45984	5	179660143	179719099	q35.3
203218_at	ENSG00000050748	MAPK9	5601		5	179660143	179719099	q35.3
203219_s_at	ENSG00000198931	APRT	353	P07741	16	88875877	88878342	q24.3
203220_s_at	ENSG00000196781	TLE1	7088	Q04724	9	84198598	84304220	q21.32
203220_s_at	ENSG00000196781	TLE1	7088		9	84198598	84304220	q21.32
203221_at	ENSG00000196781	TLE1	7088	Q04724	9	84198598	84304220	q21.32
203221_at	ENSG00000196781	TLE1	7088		9	84198598	84304220	q21.32
203222_s_at	ENSG00000196781	TLE1	7088	Q04724	9	84198598	84304220	q21.32
203222_s_at	ENSG00000196781	TLE1	7088		9	84198598	84304220	q21.32
203223_at	ENSG00000029725	RABEP1	9135	Q15276	17	5185558	5289129	p13.2
203223_at	ENSG00000029725	RABEP1	9135		17	5185558	5289129	p13.2
203224_at	ENSG00000135002	RFK	55312	Q969G6	9	79000433	79009444	q21.13
203224_at	ENSG00000135002	RFK	55312		9	79000433	79009444	q21.13
203225_s_at	ENSG00000135002	RFK	55312	Q969G6	9	79000433	79009444	q21.13
203225_s_at	ENSG00000135002	RFK	55312		9	79000433	79009444	q21.13
203226_s_at	ENSG00000135452	TSPAN31	6302	Q12999	12	58131796	58143994	q14.1
203226_s_at	ENSG00000135452	TSPAN31	6302		12	58131796	58143994	q14.1
203227_s_at	ENSG00000135452	TSPAN31	6302	Q12999	12	58131796	58143994	q14.1
203227_s_at	ENSG00000135452	TSPAN31	6302		12	58131796	58143994	q14.1
203228_at	ENSG00000079462	PAFAH1B3	5050		19	42801185	42806929	q13.2
203228_at	ENSG00000079462	PAFAH1B3	5050	Q15102	19	42801185	42806929	q13.2
203229_s_at	ENSG00000176444	CLK2	1196		1	155232659	155248282	q22
203229_s_at	ENSG00000176444	CLK2	1196	P49760	1	155232659	155248282	q22
203230_at	ENSG00000107404	DVL1	1855	P54792	1	1270656	1284760	p36.33
203230_at	ENSG00000107404	DVL1	1855	O14640	1	1270656	1284760	p36.33
203230_at	ENSG00000107404	DVL1	1855		1	1270656	1284760	p36.33
203231_s_at	ENSG00000124788	ATXN1	6310	P54253	6	16299343	16761722	p22.3
203232_s_at	ENSG00000124788	ATXN1	6310	P54253	6	16299343	16761722	p22.3
203233_at	ENSG00000077238	IL4R	3566	P24394	16	27325247	27376099	p12.1
203234_at	ENSG00000183696	UPP1	7378	Q16831	7	48128225	48148330	p12.3
203234_at	ENSG00000183696	UPP1	7378		7	48128225	48148330	p12.3
203235_at	ENSG00000172009	THOP1	7064	P52888	19	2785506	2813588	p13.3
203235_at	ENSG00000172009	THOP1	7064		19	2785506	2813588	p13.3
203236_s_at	ENSG00000168961	LGALS9	3965	O00182	17	25956824	25976586	q11.2
203236_s_at	ENSG00000168961	LGALS9	3965		17	25956824	25976586	q11.2
203237_s_at	ENSG00000074181	NOTCH3	4854	Q9UM47	19	15270445	15311792	p13.12
203237_s_at	ENSG00000074181	NOTCH3	4854		19	15270445	15311792	p13.12
203238_s_at	ENSG00000074181	NOTCH3	4854	Q9UM47	19	15270445	15311792	p13.12
203238_s_at	ENSG00000074181	NOTCH3	4854		19	15270445	15311792	p13.12
203239_s_at	ENSG00000088038	CNOT3	4849	O75175	19	54641444	54659419	q13.42
203239_s_at	ENSG00000088038	CNOT3	4849		19	54641444	54659419	q13.42
203240_at	ENSG00000090920	FCGBP	8857	Q9Y6R7	19	40353964	40440533	q13.2
203241_at	ENSG00000198382	UVRAG	7405	Q9P2Y5	11	75526212	75854239	q13.5
203241_at	ENSG00000198382	UVRAG	7405		11	75526212	75854239	q13.5
203242_s_at	ENSG00000163110	PDLIM5	10611	Q96HC4	4	95373037	95589377	q22.3
203242_s_at	ENSG00000163110	PDLIM5	10611		4	95373037	95589377	q22.3
203243_s_at	ENSG00000163110	PDLIM5	10611	Q96HC4	4	95373037	95589377	q22.3
203243_s_at	ENSG00000163110	PDLIM5	10611		4	95373037	95589377	q22.3
203244_at	ENSG00000139197	PEX5	5830		12	7341281	7371170	p13.31
203247_s_at	ENSG00000172466	ZNF24	7572	P17028	18	32912176	32924420	q12.2
203248_at	ENSG00000172466	ZNF24	7572	P17028	18	32912176	32924420	q12.2
203249_at	ENSG00000108799	EZH1	2145	Q92800	17	40852294	40897071	q21.2
203249_at	ENSG00000108799	EZH1	2145		17	40852294	40897071	q21.2
203250_at	ENSG00000213079	SCAF8	22828	Q9UPN6	6	155054459	155155192	q25.2
203250_at	ENSG00000213079	SCAF8	22828		6	155054459	155155192	q25.2
203252_at	ENSG00000167797	CDK2AP2	10263	O75956	11	67273968	67276120	q13.2
203252_at	ENSG00000167797	CDK2AP2	10263		11	67273968	67276120	q13.2
203253_s_at	ENSG00000145725	PPIP5K2	23262		5	102455853	102538937	q21.1
203253_s_at	ENSG00000145725	PPIP5K2	23262	O43314	5	102455853	102538937	q21.1
203254_s_at	ENSG00000137076	TLN1	7094	Q9Y490	9	35696945	35732392	p13.3
203254_s_at	ENSG00000137076	TLN1	7094		9	35696945	35732392	p13.3
203255_at	ENSG00000138081	FBXO11	80204		2	48016455	48132932	p16.3
203255_at	ENSG00000138081	FBXO11	80204	Q86XK2	2	48016455	48132932	p16.3
203256_at	ENSG00000062038	CDH3	1001	P22223	16	68678151	68732971	q22.1
203256_at	ENSG00000062038	CDH3	1001		16	68678151	68732971	q22.1
203257_s_at	ENSG00000149179	C11orf49	79096		11	46958240	47185936	p11.2
203257_s_at	ENSG00000149179	C11orf49	79096	Q9H6J7	11	46958240	47185936	p11.2
203258_at	ENSG00000175550	DRAP1	10589	Q14919	11	65686728	65689032	q13.1
203258_at	ENSG00000175550	DRAP1	10589		11	65686728	65689032	q13.1
203259_s_at	ENSG00000111906	HDDC2	51020		6	125596496	125623282	q22.31
203259_s_at	ENSG00000111906	HDDC2	51020	Q7Z4H3	6	125596496	125623282	q22.31
203260_at	ENSG00000111906	HDDC2	51020		6	125596496	125623282	q22.31
203260_at	ENSG00000111906	HDDC2	51020	Q7Z4H3	6	125596496	125623282	q22.31
203261_at	ENSG00000104671	DCTN6	10671	O00399	8	30013813	30041156	p12
203261_at	ENSG00000104671	DCTN6	10671		8	30013813	30041156	p12
203262_s_at	ENSG00000071859	FAM50A	9130	Q14320	X	153672473	153679002	q28
203262_s_at	ENSG00000071859	FAM50A	9130		X	153672473	153679002	q28
203263_s_at	ENSG00000131089	ARHGEF9	23229	O43307	X	62854847	63005426	q11.2
203263_s_at	ENSG00000131089	ARHGEF9	23229		X	62854847	63005426	q11.2
203264_s_at	ENSG00000131089	ARHGEF9	23229	O43307	X	62854847	63005426	q11.2
203264_s_at	ENSG00000131089	ARHGEF9	23229		X	62854847	63005426	q11.2
203265_s_at	ENSG00000065559	MAP2K4	6416	P45985	17	11924135	12047050	p12
203265_s_at	ENSG00000065559	MAP2K4	6416		17	11924135	12047050	p12
203266_s_at	ENSG00000065559	MAP2K4	6416	P45985	17	11924135	12047050	p12
203266_s_at	ENSG00000065559	MAP2K4	6416		17	11924135	12047050	p12
203267_s_at	ENSG00000108591	DRG2	1819		17	17991239	18011285	p11.2
203267_s_at	ENSG00000108591	DRG2	1819	P55039	17	17991239	18011285	p11.2
203268_s_at	ENSG00000108591	DRG2	1819		17	17991239	18011285	p11.2
203268_s_at	ENSG00000108591	DRG2	1819	P55039	17	17991239	18011285	p11.2
203269_at	ENSG00000035681	NSMAF	8439	Q92636	8	59496063	59572403	q12.1
203269_at	ENSG00000035681	NSMAF	8439		8	59496063	59572403	q12.1
203270_at	ENSG00000168393	DTYMK	1841	P23919	2	242615157	242626406	q37.3
203270_at	ENSG00000168393	DTYMK	1841		2	242615157	242626406	q37.3
203271_s_at	ENSG00000109103	UNC119	9094	Q13432	17	26873725	26879659	q11.2
203271_s_at	ENSG00000109103	UNC119	9094		17	26873725	26879659	q11.2
203272_s_at	ENSG00000114383	TUSC2	11334	O75896	3	50357458	50365682	p21.31
203272_s_at	ENSG00000114383	TUSC2	11334		3	50357458	50365682	p21.31
203273_s_at	ENSG00000114383	TUSC2	11334	O75896	3	50357458	50365682	p21.31
203275_at	ENSG00000168310	IRF2	3660	P14316	4	185308867	185395734	q35.1
203275_at	ENSG00000168310	IRF2	3660		4	185308867	185395734	q35.1
203276_at	ENSG00000113368	LMNB1	4001	P20700	5	126112315	126172712	q23.2
203277_at	ENSG00000160049	DFFA	1676	O00273	1	10516579	10532583	p36.22
203278_s_at	ENSG00000135365	PHF21A	51317		11	45950871	46142985	p11.2
203279_at	ENSG00000134109	EDEM1	9695	Q92611	3	5229331	5261642	p26.1
203280_at	ENSG00000130254	SAFB2	9667	Q14151	19	5587011	5622938	p13.3
203280_at	ENSG00000130254	SAFB2	9667		19	5587011	5622938	p13.3
203281_s_at	ENSG00000182179	UBA7	7318	P41226	3	49842640	49851379	p21.31
203282_at	ENSG00000114480	GBE1	2632	Q04446	3	81538850	81811312	p12.2
203282_at	ENSG00000114480	GBE1	2632		3	81538850	81811312	p12.2
203283_s_at	ENSG00000153936	HS2ST1	9653	Q7LGA3	1	87380331	87634887	p22.3
203284_s_at	ENSG00000153936	HS2ST1	9653	Q7LGA3	1	87380331	87634887	p22.3
203285_s_at	ENSG00000153936	HS2ST1	9653	Q7LGA3	1	87380331	87634887	p22.3
203286_at	ENSG00000146083	RNF44	22838	Q7L0R7	5	175953698	175965026	q35.2
203287_at	ENSG00000159166	LAD1	3898	O00515	1	201342372	201368736	q32.1
203287_at	ENSG00000159166	LAD1	3898		1	201342372	201368736	q32.1
203288_at	ENSG00000166398	KIAA0355	9710	O15063	19	34745456	34846471	q13.11
203289_s_at	ENSG00000103148	NPRL3	8131		16	134273	188859	p13.3
203289_s_at	ENSG00000103148	NPRL3	8131	Q12980	16	134273	188859	p13.3
203291_at	ENSG00000080802	CNOT4	4850		7	135046547	135194875	q33
203293_s_at	ENSG00000074695	LMAN1	3998	P49257	18	56995055	57026503	q21.32
203294_s_at	ENSG00000074695	LMAN1	3998	P49257	18	56995055	57026503	q21.32
203295_s_at	ENSG00000018625	ATP1A2	477	P50993	1	160085549	160113381	q23.2
203295_s_at	ENSG00000018625	ATP1A2	477		1	160085549	160113381	q23.2
203296_s_at	ENSG00000018625	ATP1A2	477	P50993	1	160085549	160113381	q23.2
203296_s_at	ENSG00000018625	ATP1A2	477		1	160085549	160113381	q23.2
203297_s_at	ENSG00000008083	JARID2	3720	Q92833	6	15245734	15522252	p22.3
203297_s_at	ENSG00000008083	JARID2	3720		6	15245734	15522252	p22.3
203298_s_at	ENSG00000008083	JARID2	3720	Q92833	6	15245734	15522252	p22.3
203299_s_at	ENSG00000182287	AP1S2	8905	P56377	X	15843929	15873054	p22.2
203300_x_at	ENSG00000182287	AP1S2	8905	P56377	X	15843929	15873054	p22.2
203300_x_at	ENSG00000182287	AP1S2	8905		X	15843929	15873054	p22.2
203301_s_at	ENSG00000135164	DMTF1	9988	Q9Y222	7	86781677	86825646	q21.12
203301_s_at	ENSG00000135164	DMTF1	9988		7	86781677	86825646	q21.12
203302_at	ENSG00000156136	DCK	1633	P27707	4	71858255	71896631	q13.3
203302_at	ENSG00000156136	DCK	1633		4	71858255	71896631	q13.3
203303_at	ENSG00000165169	DYNLT3	6990	P51808	X	37696010	37706890	p11.4
203304_at	ENSG00000095739	BAMBI	25805	Q13145	10	28966271	28971868	p12.1
203304_at	ENSG00000095739	BAMBI	25805		10	28966271	28971868	p12.1
203305_at	ENSG00000124491	F13A1	2162	P00488	6	6144318	6321246	p25.1
203306_s_at	ENSG00000164414	SLC35A1	10559	P78382	6	88180341	88222054	q15
203306_s_at	ENSG00000164414	SLC35A1	10559		6	88180341	88222054	q15
203307_at	ENSG00000204590	GNL1	2794	P36915	6	30509154	30525008	p21.33
203307_at	ENSG00000204590	GNL1	2794		6	30509154	30525008	p21.33
203308_x_at	ENSG00000107521	HPS1	3257	Q92902	10	100175955	100206709	q24.2
203308_x_at	ENSG00000107521	HPS1	3257		10	100175955	100206709	q24.2
203309_s_at	ENSG00000107521	HPS1	3257	Q92902	10	100175955	100206709	q24.2
